TYPEAHEAD,YRKE
Avd,Avdelingsleder (hotell)
Avd,Avdelingssjef (hotell)
Dir,Direktør (hotell)
Sou,Soussjef (hotell)
Led,Leder (restaurant og servering)
Res,Restaurantsjef
Avd,Avdelingsdirektør (restaurant)
Avd,Avdelingsleder (restaurant)
Avd,Avdelingssjef (restaurant)
Dir,Direktør (restaurant)
Res,Restauratør
Sou,Soussjef (restaurant)
Kro,Krovert
Pub,Pubvert
Led,Leder (campingplass)
Led,Leder (varehandel)
Dir,Direktør (varehandel)
Ass,Assisterende butikksjef
But,Butikkleder
But,Butikksjef
Dag,Daglig leder (butikk)
Det,Detaljist
Dis,Disponent
Dis,Distriktssjef (varehandel)
Div,Divisjonsdirektør (varehandel)
Div,Divisjonssjef (varehandel)
Dri,Driftsdirektør (varehandel)
Eta,Etableringsdirektør (varehandel)
Kje,Kjedesjef
Ord,Ordresjef (varehandel)
Pro,Produksjonssjef (varehandel)
Ser,Servicesjef (bilforhandler)
Kjø,Kjøpmann
Ser,Servicesjef (varehandel)
Led,Leder (kulturetablissementer)
Mus,Museumsbestyrer
Kul,Kulturrådmann
Nas,Nasjonalbibliotekar
Ope,Operasjef
Rik,Riksteatersjef
Tea,Teatersjef
Fil,Filmkontrollsjef
Fri,Fritidssjef
Fyl,Fylkeskultursjef
Kul,Kultursjef
Kin,Kinosjef
Kul,Kulturhussjef
Nyh,Nyhetssjef (radio og fjernsyn)
Fje,Fjernsynsdirektør
Avd,Avdelingsleder (radio og fjernsyn)
Arr,Arrangementssjef (kulturarrangement)
Pro,Produksjonsleder (film og teater)
Pro,Produksjonssjef (musikkarrangement)
Pro,Programsjef (radio og fjernsyn)
Rek,Rekvisittleder
Tek,Teknisk leder (film teater musikk)
Pro,Programredaktør (radio og fjernsyn)
Led,Leder (opplevelsessenter)
Dag,Daglig leder (kulturetablissement)
Tre,Treningssenterleder
Ork,Orkestersjef
Pro,Produksjonssjef (teater)
Ann,Annen daglig leder i tjenesteytende virksomheter
Led,Leder (rengjøringsbyrå)
Dag,Daglig leder (reisebyrå)
Led,Leder (renseri)
Dri,Driftssjef (vaskeri)
Led,Leder (vaskeri)
Cam,Campingplassbestyrer
Cam,Campingplasseier
Dag,Daglig leder (utleie av maskiner)
Dir,Direktør (personlig tjenesteyting)
Led,Leder (frisørsalong)
Led,Leder (skjønnhetssalong)
Fri,Frivillighetssentralleder
Ast,Astronom
Fys,Fysiker
Ast,Astrofysiker
Ato,Atomfysiker
For,Forsker (fysikk og astronomi)
Kje,Kjernefysiker
Sen,Senior konsulent (fysikk og astronomi)
Siv,Sivilingeniør (akustikk)
Sje,Sjefskonsulent (fysikk og astronomi)
Siv,Sivilingeniør (fysikk)
Met,Meteorolog
Fag,Fagsjef (meteorologisk institutt)
Sje,Sjefsmeteorolog
For,Forsker (meteorologi)
Obs,Observatoriestyrer
Rad,Radiosondeleder
Sen,Senior konsulent (meteorologi)
Sje,Sjefskonsulent (meteorologi)
Sta,Statsmeteorolog
Vær,Værvarslingssjef
Kje,Kjemiker
Bio,Biokjemiker
For,Forsker (kjemi)
For,Forsker (kjemiker)
Geo,Geokjemiker
Kje,Kjernekjemiker
Olj,Oljeanalytiker
Sen,Senior konsulent (kjemi)
Sen,Senioranalytiker (kjemi)
Sje,Sjefskonsulent (kjemi)
Geo,Geofysiker
Geo,Geolog
Gla,Glasiolog
Hyd,Hydrolog
Nat,Naturgeograf
Ose,Oseanograf
Sta,Statshydrolog
Fel,Feltarbeider (geologiske undersøkelser)
For,Forsker (geologi og geofysikk)
Geo,Geomatiker
Ope,Operasjonsgeolog
Pet,Petrofysiker
Pet,Petroleumsgeofysiker
Pet,Petroleumsgeolog
Sen,Senior konsulent (geologi og geofysikk)
Siv,Sivilingeniør (geologi og geofysikk)
Siv,Sivilingeniør (petroleumsgeologi)
Sje,Sjefskonsulent (geologi og geofysikk)
Akt,Aktuar
Mat,Matematiker
For,Forsker (matematikk)
Sta,Statistiker
Sen,Senior konsulent (matematikk)
Sje,Sjefsaktuar
Sje,Sjefskonsulent (matematikk)
For,Forsker (statistsikk)
Før,Førstekonsulent (statistikkarbeid)
Kon,Konsulent (statistikkarbeid)
Råd,Rådgiver (statistikkarbeid)
Sen,Senior konsulent (statistikk)
Sje,Sjefskonsulent (statistikk)
Siv,Sivilingeniør (matematikk)
Sen,Seniorrådgiver (statistikkarbeid)
Bio,Biolog
Bio,Biolog botaniker zoolog mv.
Fis,Fiskerikandidat
Sem,Semintekniker
Bak,Bakteriolog
Cel,Cellebiolog
Ent,Entomolog
Fis,Fiskeforsker
Fis,Fiskerådgiver
For,Forsker (biologi botanikk og zoologi)
For,Forsker (fisk)
For,Forskningsassistent (fiske havbruk)
Hav,Havforsker
Lim,Limnolog
Mar,Marinbiolog
Mik,Mikrobiolog
Mol,Molekylærbiolog
Myk,Mykolog
Orn,Ornitolog
Sen,Senior konsulent (biologi botanikk og zoologi)
Sje,Sjefskonsulent (biologi botanikk og zoologi)
Sta,Statsentomolog
Sta,Statsmykolog
For,Forsøksleder (havbruk/akvakultur)
Hag,Hagebrukskandidat
Nat,Naturforvaltningskandidat
Nær,Næringsmiddelkandidat
Siv,Sivilagronom
Sko,Skogbrukskandidat
Avd,Avdelingsingeniør (matforskning)
For,Forsker (landbruk)
For,Forsker (næringsmiddelfag)
For,Forsker (skogfag)
For,Forstkandidat
Fyl,Fylkesagronom
Fyl,Fylkesskogmester
Hag,Hagebruksforsker
Hus,Husdyrkonsulent
Jor,Jordbruksforsker
Pro,Produksjonsleder (dyreavl)
Pro,Produsentrådgiver (melkeprodukter)
Rei,Reindriftsagronom
Sen,Senior konsulent (sivilagronom)
Siv,Sivilingeniør (akvakultur)
Sje,Sjefskonsulent (sivilagronom)
Sko,Skogbruksforsker
Mil,Miljøvernkonsulent
Mil,Miljøvernrådgiver
Øko,Økologisk planlegger
Siv,Sivilingeniør (vannressursforvaltning)
Siv,Sivilingeniør (industriell økonomi og administrasjon)
Siv,Sivilingeniør (trelastfag)
Siv,Sivilingeniør (produksjonsteknologi)
Siv,Sivilingeniør (produktutformingsteknikk)
Siv,Sivilingeniør (prosessautomatisering)
Siv,Sivilingeniør (prosessteknikk)
Siv,Sivilingeniør (skogbrukets driftsteknikk)
Siv,Sivilingeniør (teknikk for biologisk produksjon)
Siv,Sivilingeniør (teknisk design)
For,Forsker (produksjons- og kvalitetsteknikk)
Siv,Sivilingeniør (bygg og anlegg)
Siv,Sivilingeniør (byggeledelse)
Siv,Sivilingeniør (samferdselsteknikk)
Arb,Arbeidsstudieingeniør sivil (bygg og anlegg)
Avd,Avdelingsingeniør sivil (bygg og anlegg)
Ber,Beregningsingeniør sivil (bygg og anlegg)
Byg,Bygningsingeniør sivil
Dri,Driftsingeniør sivil (bygg og anlegg)
Fab,Fabrikkutbyggingssjef
Fag,Fagsjef (sivilingeniør bygg og anlegg)
Kon,Kontraktsleder (sivilingeniør bygg og anlegg)
Kos,Kostnadsingeniør sivil (bygg og anlegg)
Ove,Overingeniør sivil (bygg og anlegg)
Pro,Produksjonsingeniør (bygg og anlegg)
Pro,Produktutvikler (bygg og anlegg)
Pro,Prosjektingeniør (VVS- og klimaanlegg)
Pro,Prosjektingeniør sivil (bygg og anlegg)
Tek,Teknologiutviklingsleder (bygg og anlegg)
Pro,Prosjektleder (bygg og anlegg)
Sek,Seksjonsingeniør sivil (bygg og anlegg)
Sen,Senior konsulent (sivilingeniør bygg og anlegg)
Sen,Senioringeniør sivil (bygg og anlegg)
Sen,Seniorrådgiver (sivilingeniør bygg og anlegg)
Siv,Sivilingeniør (brannsikring)
Siv,Sivilingeniør (VAR-teknikk)
Siv,Sivilingeniør (VVS og klimateknikk)
Sje,Sjefingeniør (sivilingeniør bygg og anlegg)
Sen,Senioringeniør (bygg og anlegg)
Siv,Sivilingeniør (industriell miljøteknologi)
Siv,Sivilingeniør (natur- og miljøteknologi)
Siv,Sivilingeniør (miljøfysikk)
Avd,Avdelingsingeniør (miljørettet helsevern)
Ski,Skipsteknisk inspektør
Siv,Sivilingeniør (maskin- og marinteknikk)
Pla,Planleggingsingeniør sivil (maskin- og marinteknikk)
Siv,Sivilingeniør (automasjon)
Ove,Overingeniør sivil (maskin- og marinteknikk)
Avd,Avdelingsingeniør sivil (maskin- og marinteknikk)
Dri,Driftsingeniør sivil (maskin- og marinteknikk)
Fag,Fagsjef (sivilingeniør maskin- og marinteknikk)
Ski,Skipsingeniør sivil
Kos,Kostnadsingeniør sivil (maskin- og marinteknikk)
Mar,Mariningeniør sivil
Mar,Marinteknologiingeniør sivil
Pro,Produksjonsingeniør sivil (maskin- og marinteknikk)
Pro,Produktutvikler (maskin- og marinteknikk)
Pro,Prosjektingeniør sivil (maskin- og marinteknikk)
Pro,Prosjektkoordinator (maskin- og marinteknikk)
Pro,Prosjektkoordinator (skipsteknikk og -systemer)
Sek,Seksjonsingeniør sivil (maskin- og marinteknikk)
Sen,Senior konsulent (sivilingeniør maskin- og marinteknikk)
Sen,Senioringeniør sivil (maskin- og marinteknikk)
Sen,Seniorrådgiver (sivilingeniør maskin- og marinteknikk)
Ser,Serviceingeniør sivil (maskin- og marinteknikk)
Sje,Sjefingeniør sivil (maskin- og marinteknikk)
Sje,Sjefkonstruktør (maskin- og marinteknikk)
Sje,Sjefskonsulent (sivilingeniør maskin- og marinteknikk)
Spe,Spesialistingeniør sivil (maskin- og marinteknikk)
Spe,Spesialkonsulent (sivilingeniør maskin- og marinteknikk)
Teg,Tegnesjef (maskin- og marinteknikk)
Fly,Flyteknisk inspektør
Sen,Senioringeniør (maskin- og marinteknikk)
Siv,Sivilingeniør (kjemi)
Avd,Avdelingsingeniør sivil (kjemi)
Bry,Bryggeriingeniør sivil
Dri,Driftsingeniør sivil (kjemi)
Fag,Fagsjef (sivilingeniør kjemi)
Kos,Kostnadsingeniør sivil (kjemi)
Mei,Meieriingeniør sivil
Ove,Overingeniør sivil (kjemi)
Pla,Planleggingsingeniør sivil (kjemi)
Pro,Produksjonsingeniør sivil (kjemi)
Pro,Produktutvikler (kjemi)
Pro,Prosjektingeniør sivil (kjemi)
Pro,Prosjektkoordinator (sivilingeniør kjemi)
Sek,Seksjonsingeniør sivil (kjemi)
Sen,Senior konsulent (sivilingeniør kjemi)
Sen,Senioringeniør sivil (kjemi)
Sen,Seniorrådgiver (sivilingeniør kjemi)
Ser,Serviceingeniør sivil (kjemi)
Sje,Sjefingeniør sivil (kjemi)
Sje,Sjefskonsulent (sivilingeniør kjemi)
Spe,Spesialistingeniør sivil (kjemi)
Spe,Spesialkonsulent (sivilingeniør kjemi)
Siv,Sivilingeniør (næringsmiddelmaskiner)
Sen,Senioringeniør (kjemi)
Sen,Senior konsulent (metallurgi)
Siv,Sivilingeniør (geofag og petroleumsteknologi)
Geo,Geodataingeniør
Siv,Sivilingeniør (metallurgi)
Siv,Sivilingeniør (offshoreteknologi)
Ber,Bergverksingeniør sivil
Siv,Sivilingeniør (petroleumsøkonomi)
Avd,Avdelingsingeniør sivil (geofag og petroleumsteknologi)
Avd,Avdelingsingeniør sivil (metallurgi og offshoreteknologi)
Dok,Dokumentasjonsleder (olje og gass)
Dri,Driftsingeniør sivil (geofag og petroleumsteknologi)
Dri,Driftsingeniør sivil (metallurgi)
Fag,Fagsjef (sivilingeniør geofag og petroleumsteknologi)
Fag,Fagsjef (sivilingeniør metallurgi)
Fag,Fagspesialist (olje og gass)
For,Forsker (geofag og petroleumsteknologi)
For,Forsker (metallurgi)
Gru,Gruveingeniør
Kon,Konsulent (petroleumsteknologi)
Kon,Kontraktingeniør (olje og gass)
Koo,Koordinator (forskningsprosjekter petroleumsteknologi)
Kos,Kostnadsingeniør sivil (geofag og petroleumsteknologi)
Lev,Leverandørutviklingsrådgiver (olje og gass)
Lev,Leveringsansvarlig (olje og gass)
Met,Metallurg
Ove,Overingeniør (bergverksdrift)
Ove,Overingeniør sivil (geofag og petroleumsteknologi)
Pet,Petroleumsarkitekt (olje og gass)
Ove,Overingeniør sivil (metallurgi)
Pet,Petroleumsingeniør sivil
Pla,Planlegger (olje og gass)
Pla,Planleggingssjef (olje og gass)
Pro,Produksjonsingeniør sivil (metallurgi)
Pro,Produktutvikler (geofag petroleumsteknologi metallurgi o.l)
Pro,Prosessmetallurg
Pro,Prosjektingeniør sivil (geofag og petroleumsteknologi)
Pro,Prosjektingeniør sivil (metallurgi)
Pro,Prosjektkoordinator (metallurgi)
Pro,Prosjektkoordinator (sivilingeniør geofag og petroleumsteknologi)
Pro,Prosjektleder (olje og gass)
Rig,Rig Superintendent (oljevirksomhet)
Sek,Seksjonsingeniør sivil (geofag og petroleumsteknologi)
Sen,Senior konsulent (sivilingeniør geofag og petroleumsteknologi)
Sen,Senioringeniør (bergverksdrift)
Sen,Senioringeniør sivil (geofag og petroleumsteknologi)
Sen,Senioringeniør sivil (metallurgi)
Sen,Seniormetallurg
Sen,Seniorrådgiver (geofag og petroleumsteknologi)
Sen,Seniorrådgiver (metallurgi)
Ser,Serviceingeniør sivil (geofag og petroleumsteknologi)
Ser,Serviceingeniør sivil (metallurgi)
Sje,Sjefsingeniør (petroleumsteknologi)
Sje,Sjefsingeniør (bergverksdrift)
Sje,Sjefskonsulent (metallurgi)
Sje,Sjefskonsulent (sivilingeniør geofag og petroleumsvirksomhet)
Spe,Spesialistingeniør sivil (geofag og petroleumsteknologi)
Spe,Spesialkonsulent (metallurgi)
Spe,Spesialkonsulent (sivilingeniør geofag og petroleumsteknologi)
Tek,Teknisk ansvarlig (olje og gass)
Tes,Testplanlegger (olje og gass)
Til,Tilbudskoordinator (olje og gass)
Sen,Senioringeniør (metallurgi)
Sen,Senioringeniør (geofag og petroleumsteknologi)
Geo,Geotekniker
Sen,Seniorrådgiver (andre sivilingeniører)
Pla,Planleggingsingeniør sivil
Kva,Kvalitetsingeniør
For,Forsker (ikke spesifisert)
Kva,Kvalitetsleder (sivilingeniør)
Pat,Patentfullmektig
Pro,Prosjektkoordinator (andre sivilingeniører)
Sen,Senior konsulent (andre sivilingeniører)
Siv,Sivilingeniør (bioteknologi)
Sje,Sjefskonsulent (andre sivilingeniører)
Spe,Spesialkonsulent (andre sivilingeniører)
Avd,Avdelingsingeniør (kvalitet)
Hav,Havariinspektør
Siv,Sivilingeniør (elkraftteknikk)
Avd,Avdelingsingeniør sivil (elkraftteknikk)
Dri,Driftsingeniør sivil (elkraftteknikk)
Fag,Fagsjef (sivilingeniør elkraftteknikk)
Pro,Produktutvikler (elkraftteknikk)
Ins,Installasjonsingeniør sivil (elkraftteknikk)
Kos,Kostnadsingeniør sivil (elkraftteknikk)
Mon,Montasjeingeniør sivil (elkraftteknikk)
Ove,Overingeniør sivil (elkraftteknikk)
Pro,Prosjektingeniør sivil (elkraftteknikk)
Pro,Prosjektleder (elkraftteknikk)
Sek,Seksjonsingeniør sivil (elkraftteknikk)
Sen,Senior konsulent (sivilingeniør elkraftteknikk)
Sen,Senioringeniør sivil (elkraftteknikk)
Sen,Seniorrådgiver (sivilingeniør elkraftteknikk)
Ser,Serviceingeniør sivil (elkraftteknikk)
Pro,Prosjektkoordinator (sivilingeniør elkraftteknikk)
Siv,Sivilingeniør (energirådgivning)
Sje,Sjefkonstruktør (elkraftteknikk)
Sje,Sjefskonsulent (sivilingeniør elkraftteknikk)
Spe,Spesialistingeniør sivil (elkraftteknikk)
Spe,Spesialkonsulent (sivilingeniør elkraftteknikk)
Spe,Spesialrådgiver (elkraftteknikk)
Sys,Systemingeniør sivil (elkraftteknikk)
Sen,Senioringeniør (elkraftteknikk)
Siv,Sivilingeniør (datateknikk)
Siv,Sivilingeniør (elektronikk)
Ove,Overingeniør sivil (elektronikk)
Avd,Avdelingsingeniør sivil (elektronikk)
Dri,Driftsingeniør sivil (elektronikk)
Fag,Fagsjef (sivilingeniør elektronikk)
For,Forsker (elektronikk)
For,Forskningsassistent (elektronikk)
Ins,Installasjonsingeniør sivil (elektronikk)
Kos,Kostnadsingeniør sivil (elektronikk)
Mon,Montasjeingeniør sivil (elektronikk)
Pro,Produksjonsingeniør sivil (elektronikk)
Pro,Produktutvikler (elektronikk)
Pro,Prosjektkoordinator (IT/data - sivilingeniør)
Pro,Prosjektkoordinator (sivilingeniør elektronikk)
Sek,Seksjonsingeniør sivil (elektronikk)
Sen,Senior konsulent (sivilingeniør elektronikk)
Sen,Senioringeniør sivil (elektronikk)
Sen,Seniorrådgiver (sivilingeniør elektronikk)
Ser,Serviceingeniør sivil (elektronikk)
Siv,Sivilingeniør (elektroteknikk)
Sje,Sjefingeniør sivil (elektronikk)
Sje,Sjefingeniør sivil (datateknikk)
Sje,Sjefskonstruktør (elektronikk)
Sje,Sjefskonsulent (sivilingeniør elektronikk)
Spe,Spesialistingeniør sivil (elektronikk)
Spe,Spesialkonsulent (sivilingeniør elektronikk)
Teg,Tegnesjef (elektronikk)
Tek,Teknisk sjef (data og elektronikk)
Utv,Utviklingsingeniør sivil (elektronikk)
Sen,Senioringeniør (elektronikk)
Siv,Sivilingeniør (telekommunikasjon)
Avd,Avdelingsingeniør (telekommunikasjon)
Dri,Driftsingeniør sivil (telekommunikasjon)
Fag,Fagsjef (sivilingeniør telekommunikasjon)
For,Forsker (telekommunikasjon)
For,Forskningsassistent (telekommunikasjon)
Ins,Installasjonsingeniør sivil (telekommunikasjon)
Kos,Kostnadsingeniør sivil (telekommunikasjon)
Mon,Montasjeingeniør sivil (telekommunikasjon)
Ove,Overingeniør sivil (telekommunikasjon)
Pro,Produksjonsingeniør sivil (telekommunikasjon)
Pro,Produktutvikler (telekommunikasjon)
Pro,Prosjektingeniør sivil (telekommunikasjon)
Pro,Prosjektkoordinator (sivilingeniør telekommunikasjon)
Sen,Senior konsulent (sivilingeniør telekommunikasjon)
Sek,Seksjonsingeniør sivil (telekommunikasjon)
Sen,Senioringeniør sivil (telekommunikasjon)
Ser,Serviceingeniør sivil (telekommunikasjon)
Sje,Sjefingeniør sivil (telekommunikasjon)
Sje,Sjefskonstruktør (telekommunikasjon)
Sje,Sjefskonsulent (sivilingeniør telekommunikasjon)
Spe,Spesialistingeniør sivil (telekommunikasjon)
Spe,Spesialkonsulent (sivilingeniør telekommunikasjon)
Teg,Tegnesjef (telekommunikasjon)
Utv,Utviklingsingeniør sivil (telekommunikasjon)
Sen,Senioringeniør (telekommunikasjon)
Ark,Arkitekt
Int,Interiørarkitekt
Siv,Sivilarkitekt
Avd,Avdelingsarkitekt
Ove,Overarkitekt
Sen,Senior konsulent (arkitekt)
Sen,Seniorarkitekt
Sen,Seniorrådgiver (arkitekt)
Sje,Sjefsarkitekt
Sje,Sjefskonsulent (arkitekt)
Pra,Praktikant (arkitekt)
Kun,Kundeveileder (tilvalg bygg)
Lan,Landskapsarkitekt
Avd,Avdelingslandskapsarkitekt
Ove,Overlandskapsarkitekt
Sje,Sjefslandskapsarkitekt
Lan,Landskapsingeniør
Ind,Industridesigner
Mot,Motedesigner
Kos,Kostymetegner
Møb,Møbeldesigner
Tek,Tekstildesigner
Pro,Produktutvikler (tekstil)
Kos,Kostymedesigner
Are,Arealplanlegger
Jor,Jordskiftekandidat
Byp,Byplanlegger
For,Forsker (trafikkplanlegging)
For,Forskningsassistent (trafikkplanlegging)
Kom,Kommuneplanlegger
Siv,Sivilingeniør (veiplanlegger)
Tra,Trafikkplanlegger
Vei,Veiplanlegger
Jor,Jordskifteingeniør
Siv,Sivilingeniør (bygnings- og bygdeplanlegging)
Lan,Landmåler (jordskifte)
Siv,Sivilingeniør (kart og oppmåling)
Tek,Tekniker (gruve/bergverk)
Avd,Avdelingsingeniør sivil (kart og oppmåling)
Dri,Driftsingeniør sivil (kart og oppmåling)
For,Forsker (planfag)
Geo,Geodet
Gru,Gruvemåler
Hyd,Hydrograf
Kar,Kartograf
Kar,Kartsjef
Opp,Oppmålingsingeniør
Opp,Oppmålingssjef (faglig operativ)
Ove,Overingeniør sivil (kart og oppmåling)
Pro,Prosjektingeniør sivil (kart og oppmåling)
Pro,Prosjektkoordinator (sivilingeniør kart og oppmåling)
Sen,Senior konsulent (sivilingeniør kart og oppmåling)
Sen,Senioringeniør sivil (kart og oppmåling)
Sen,Seniorrådgiver (sivilingeniør kart og oppmåling)
Ser,Serviceingeniør sivil (kart og oppmåling)
Sje,Sjefskonsulent (sivilingeniør kart og oppmåling)
Spe,Spesialkonsulent (sivilingeniør kart og oppmåling)
Top,Topograf
Sen,Senioringeniør (kart og oppmåling)
Gra,Grafisk designer
Mul,Multimediadesigner
Web,Web-designer
Fil,Filmtegner
Ill,Illustrasjonstegner
Lay,Layout tegner
Mac,Mac-operatør
Rek,Reklametegner
Sto,Storyboard artist
All,Allmennpraktiserende lege
Bed,Bedriftslege
Byd,Bydelslege/Kommunelege
Leg,Lege (psykisk helsearbeid)
Med,Medisinerstudent (med legelisens)
Ass,Assistentlege
Leg,Legespesialist
Ane,Anestesilege
Aud,Audiolog
Bar,Barnelege
Gyn,Gynekolog
Hud,Hudspesialist
Kar,Kardiolog
Kir,Kirurg
Med,Medisinsk forsker
Nev,Nevrolog
Onk,Onkolog
Ort,Ortoped
Pat,Patolog
Psy,Psykiater
Rad,Radiolog
Ret,Rettsmedisiner
Ret,Rettspsykiater
Øre,Øre-nese-hals-spesialist
Øye,Øyelege
Arb,Arbeidsmedisiner
Leg,Lege i spesialisering (LIS)
Ret,Rettsgenetiker
Ret,Rettstoksikolog
Hel,Helsesøster
Spe,Spesialsykepleier
Ane,Anestesisykepleier
Ger,Geriatrisykepleier
Onk,Onkologisk sykepleier
Ped,Pediatrisk sykepleier
Psy,Psykiatrisk sykepleier
Avd,Avdelingssykepleier
Dis,Distriktsleder (spesialsykepleier/helsesøster)
Fag,Fagutviklingssykepleier
Int,Intensivsykepleier
Kli,Klinisk spesialist (sykepleie)
Led,Ledende helsesøster
Led,Ledende spesialsykepleier
Ope,Operasjonssykepleier
Ove,Overhelsesøster
Røn,Røntgensykepleier
Sje,Sjefhelsesøster
Jor,Jordmor
Ass,Assisterende overjordmor
Avd,Avdelingsjordmor
Dis,Distriktsjordmor
Kom,Kommunejordmor
Ove,Overjordmor
Ove,Oversykepleier
Syk,Sykepleier
Ass,Assisterende avdelingssykepleier
Ass,Assisterende oversykepleier
Bed,Bedriftssykepleier
Dag,Dagsenterleder (sykehjem)
Dis,Distriktsleder (sykepleier)
Fag,Fagkonsulent (sykepleier)
Hyg,Hygienesykepleier
Led,Ledende sykepleier
Opp,Opplæringssykepleier
Hje,Hjemmesykepleier
Pol,Poliklinikksykepleier
Syk,Sykepleier (psykisk helsearbeid)
Dis,Distriktsleder (vernepleier)
Ver,Vernepleier
Avd,Avdelingsvernepleier
Bov,Boveileder (vernepleier)
Kon,Konsulent (psykisk utviklingshemmede)
Kon,Konsulent (vernepleier)
Fag,Fagkonsulent (vernepleier)
Koo,Koordinator (psykisk utviklingshemmede)
Koo,Koordinator (vernepleier)
Mil,Miljøterapeut (vernepleier)
Ver,Vernepleier (psykisk helsearbeid)
Kli,Klinisk vernepleier
Spe,Spesialkonsulent (vernepleier)
Vet,Veterinær
Avd,Avdelingsveterinær
Byv,Byveterinær
Dis,Distriktsveterinær
Kli,Klinikkveterinær
Kom,Kommuneveterinær
Kon,Kontrollveterinær
Ove,Overveterinær
Spe,Spesialveterinær
Til,Tilsynsveterinær
Vet,Veterinærinspektør
For,Forsker (veterinær)
Spe,Spesialtannlege
Tan,Tannlege
Ora,Oralkirurg
Dis,Distriktstannlege
For,Forsker (odontologi)
Gar,Garnisonstannlege
Ins,Instruktørtannlege
Kje,Kjevekirurg
Kje,Kjeveortoped
Ove,Overtannlege
Sko,Skoletannlege
Syk,Sykehustannlege
Apo,Apoteker
Far,Farmasøyt (cand.pharm.)
Før,Førstefarmasøyt
Før,Førsteprovisor
Inf,Informasjonsfarmasøyt
Leg,Legemiddelinspektør
Opp,Opplæringsfarmasøyt
Ove,Overapoteker
Pro,Provisor
Syk,Sykehusapoteker
Syk,Sykehusfarmasøyt
Far,Farmasøyt (reseptarutdannet)
Hel,Helse- og miljørådgiver
Arb,Arbeidstilsynsrådgiver
Str,Strålevernekspert
Hel,Helseinspektør (miljø)
Mat,Mattilsynsrådgiver
Fys,Fysioterapeut
Avd,Avdelingsleder (fysioterapeut)
Bed,Bedriftsfysioterapeut
Fys,Fysioterapeut (psykisk helsearbeid)
Ins,Instruktør (fysioterapeut)
Kom,Kommunefysioterapeut
Led,Ledende fysioterapeut
Man,Manuell terapeut
Men,Mensendiecker
Sje,Sjefsfysioterapeut
Spe,Spesialfysioterapeut
Fys,Fysioterapeut (turnuskandidat)
Ern,Ernæringsfysiolog
Kos,Kostholdskonsulent
Die,Dietetiker
Kli,Klinisk ernæringsfysiolog
Mat,Matfaglig konsulent
Pro,Produktutvikler (næringsmidler)
Fol,Folkehelsearbeider
Aud,Audiograf
Log,Logoped
Erg,Ergoterapeut
Avd,Avdelingsergoterapeut
Erg,Ergoterapeut (psykisk helsearbeid)
Kom,Kommuneergoterapeut
Led,Ledende ergoterapeut
Sje,Sjefsergoterapeut
Spe,Spesialergoterapeut
Kir,Kiropraktor
Ost,Osteopat
Lek,Lektor (universitet og høyskole)
Pro,Professor (universitet og høyskole)
Sti,Stipendiat
For,Forsker (pedagogikk)
Ama,Amanuensis
Før,Førsteamanuensis
Før,Førstelektor (universitet og høyskole)
Dos,Dosent (universitets- og høyskolesektoren)
Lær,Lærer (universitet og høyskole)
Stu,Studieleder (universitet og høyskole)
Stu,Studentassistent
Vit,Vitenskapelig assistent
Pla,Planlegger (høgskoler)
Und,Undervisningsleder (universitet og høyskole)
Sen,Sensor (universitets- og høyskolesektoren)
Dat,Datalærer
Fag,Faglærer (videregående skole)
Kro,Kroppsøvingslærer
Lei,Leirskolelærer
Yrk,Yrkesfaglærer
Adj,Adjunkt (yrkesfag)
Adj,Adjunkt (videregående skole)
Lek,Lektor (videregående skole)
Lær,Lærer (videregående skole)
Sko,Skolerådgiver
Stu,Studieinspektør (videregående skole)
Utd,Utdanningsrådgiver
Lær,Lærerspesialist (videregående skole)
Lek,Lektor (fagskole)
Sen,Sensor (videregående skole)
